Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1994","1994","100 g/ha","17719","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1995","1995","100 g/ha","18139","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1996","1996","100 g/ha","17919","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1997","1997","100 g/ha","18714","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1998","1998","100 g/ha","17778","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1999","1999","100 g/ha","19756","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2000","2000","100 g/ha","18404","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2001","2001","100 g/ha","17584","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2002","2002","100 g/ha","19538","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2003","2003","100 g/ha","18717","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2004","2004","100 g/ha","16404","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2005","2005","100 g/ha","19512","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2006","2006","100 g/ha","17677","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2007","2007","100 g/ha","19387","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2008","2008","100 g/ha","19822","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2009","2009","100 g/ha","19429","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2010","2010","100 g/ha","19343","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2011","2011","100 g/ha","19089","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2012","2012","100 g/ha","21168","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2013","2013","100 g/ha","20927","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2014","2014","100 g/ha","19655","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2015","2015","100 g/ha","19729","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2016","2016","100 g/ha","20648","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2017","2017","100 g/ha","23072","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2018","2018","100 g/ha","23774","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2019","2019","100 g/ha","19768","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2020","2020","100 g/ha","22007","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2021","2021","100 g/ha","19059","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1961","1961","100 g/ha","61525","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1962","1962","100 g/ha","61507","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1963","1963","100 g/ha","78421","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1964","1964","100 g/ha","60558","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1965","1965","100 g/ha","66378","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1966","1966","100 g/ha","64639","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1967","1967","100 g/ha","64639","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1968","1968","100 g/ha","64639","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1969","1969","100 g/ha","23920","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1970","1970","100 g/ha","22602","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1971","1971","100 g/ha","23310","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1972","1972","100 g/ha","21960","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1973","1973","100 g/ha","24048","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1974","1974","100 g/ha","25272","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1975","1975","100 g/ha","25083","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1976","1976","100 g/ha","24951","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1977","1977","100 g/ha","25070","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1978","1978","100 g/ha","25442","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1979","1979","100 g/ha","28213","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1980","1980","100 g/ha","31275","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1981","1981","100 g/ha","33210","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1982","1982","100 g/ha","28020","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1983","1983","100 g/ha","28093","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1984","1984","100 g/ha","25931","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1985","1985","100 g/ha","30040","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1986","1986","100 g/ha","31112","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1987","1987","100 g/ha","30114","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1988","1988","100 g/ha","32013","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1989","1989","100 g/ha","31411","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1990","1990","100 g/ha","30280","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1991","1991","100 g/ha","28177","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1992","1992","100 g/ha","37665","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1993","1993","100 g/ha","52288","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1994","1994","100 g/ha","42520","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1995","1995","100 g/ha","48083","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1996","1996","100 g/ha","38436","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1997","1997","100 g/ha","49272","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1998","1998","100 g/ha","43916","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","1999","1999","100 g/ha","50474","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2000","2000","100 g/ha","51253","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2001","2001","100 g/ha","53454","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2002","2002","100 g/ha","51417","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2003","2003","100 g/ha","50511","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2004","2004","100 g/ha","57218","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2005","2005","100 g/ha","54627","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2006","2006","100 g/ha","58488","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2007","2007","100 g/ha","60266","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2008","2008","100 g/ha","64649","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2009","2009","100 g/ha","64994","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2010","2010","100 g/ha","66220","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2011","2011","100 g/ha","67778","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2012","2012","100 g/ha","68621","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2013","2013","100 g/ha","75180","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2014","2014","100 g/ha","76537","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2015","2015","100 g/ha","69881","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2016","2016","100 g/ha","71697","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2017","2017","100 g/ha","69281","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2018","2018","100 g/ha","65230","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2019","2019","100 g/ha","71911","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2020","2020","100 g/ha","66695","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2021","2021","100 g/ha","72065","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2004","2004","100 g/ha","55504","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2005","2005","100 g/ha","33019","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2006","2006","100 g/ha","31441","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2007","2007","100 g/ha","31333","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2008","2008","100 g/ha","32990","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2009","2009","100 g/ha","32502","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2010","2010","100 g/ha","32006","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2011","2011","100 g/ha","31478","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2012","2012","100 g/ha","30714","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2013","2013","100 g/ha","29898","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2014","2014","100 g/ha","28428","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2015","2015","100 g/ha","27902","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2016","2016","100 g/ha","29046","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2017","2017","100 g/ha","28184","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2018","2018","100 g/ha","27252","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2019","2019","100 g/ha","28288","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2020","2020","100 g/ha","27929","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2021","2021","100 g/ha","27727","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1961","1961","100 g/ha","10887","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1962","1962","100 g/ha","11738","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1963","1963","100 g/ha","11995","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1964","1964","100 g/ha","11567","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1965","1965","100 g/ha","11875","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1966","1966","100 g/ha","11957","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1967","1967","100 g/ha","11935","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1968","1968","100 g/ha","11935","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1969","1969","100 g/ha","11912","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1970","1970","100 g/ha","11905","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1971","1971","100 g/ha","12000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1972","1972","100 g/ha","12013","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1973","1973","100 g/ha","11515","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1974","1974","100 g/ha","10955","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1975","1975","100 g/ha","10526","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1976","1976","100 g/ha","10302","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1977","1977","100 g/ha","10222","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1978","1978","100 g/ha","10296","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1979","1979","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1980","1980","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1981","1981","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1982","1982","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1983","1983","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1984","1984","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1985","1985","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1986","1986","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1987","1987","100 g/ha","10000","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1988","1988","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1989","1989","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1990","1990","100 g/ha","12958","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1991","1991","100 g/ha","9964","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1992","1992","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1993","1993","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1994","1994","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1995","1995","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1996","1996","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1997","1997","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1998","1998","100 g/ha","10007","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","1999","1999","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2000","2000","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2001","2001","100 g/ha","10043","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2002","2002","100 g/ha","10055","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2003","2003","100 g/ha","10068","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2004","2004","100 g/ha","10079","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2005","2005","100 g/ha","10091","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2006","2006","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2007","2007","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2008","2008","100 g/ha","10000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2009","2009","100 g/ha","10155","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2010","2010","100 g/ha","10223","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2011","2011","100 g/ha","10289","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2012","2012","100 g/ha","10446","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2013","2013","100 g/ha","10452","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2014","2014","100 g/ha","10641","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2015","2015","100 g/ha","10510","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2016","2016","100 g/ha","10456","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2017","2017","100 g/ha","10472","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2018","2018","100 g/ha","10506","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2019","2019","100 g/ha","10541","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2020","2020","100 g/ha","10565","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2021","2021","100 g/ha","10589","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1961","1961","100 g/ha","170880","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1962","1962","100 g/ha","173739","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1963","1963","100 g/ha","176205","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1964","1964","100 g/ha","171157","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1965","1965","100 g/ha","181130","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1966","1966","100 g/ha","176425","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1967","1967","100 g/ha","190230","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1968","1968","100 g/ha","194778","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1969","1969","100 g/ha","188221","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1970","1970","100 g/ha","217924","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1971","1971","100 g/ha","165217","T","Unofficial figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1972","1972","100 g/ha","162783","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1973","1973","100 g/ha","161298","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1974","1974","100 g/ha","190294","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1975","1975","100 g/ha","195067","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1976","1976","100 g/ha","189765","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1977","1977","100 g/ha","182174","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1978","1978","100 g/ha","183511","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1979","1979","100 g/ha","186669","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1980","1980","100 g/ha","174317","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1981","1981","100 g/ha","190108","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1982","1982","100 g/ha","200000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1983","1983","100 g/ha","200000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1984","1984","100 g/ha","200000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1985","1985","100 g/ha","200000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1986","1986","100 g/ha","200000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1987","1987","100 g/ha","200000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1988","1988","100 g/ha","214286","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1989","1989","100 g/ha","216216","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1990","1990","100 g/ha","217105","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1991","1991","100 g/ha","215190","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1992","1992","100 g/ha","219377","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1993","1993","100 g/ha","219532","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1994","1994","100 g/ha","232297","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1995","1995","100 g/ha","214844","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1996","1996","100 g/ha","218021","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1997","1997","100 g/ha","241869","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1998","1998","100 g/ha","229708","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","1999","1999","100 g/ha","230246","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2000","2000","100 g/ha","236503","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2001","2001","100 g/ha","237301","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2002","2002","100 g/ha","235942","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2003","2003","100 g/ha","237126","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2004","2004","100 g/ha","370543","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2005","2005","100 g/ha","367152","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2006","2006","100 g/ha","390839","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2007","2007","100 g/ha","326131","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2008","2008","100 g/ha","417735","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2009","2009","100 g/ha","387098","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2010","2010","100 g/ha","392543","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2011","2011","100 g/ha","384062","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2012","2012","100 g/ha","389704","A","Official figure"
