Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01344.02","Cherries","2016","2016","ha","36300","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01344.02","Cherries","2016","2016","100 g/ha","86902","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01344.02","Cherries","2016","2016","t","315454","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01344.02","Cherries","2017","2017","ha","37430","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01344.02","Cherries","2017","2017","100 g/ha","106049","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01344.02","Cherries","2017","2017","t","396940","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01344.02","Cherries","2018","2018","ha","34400","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01344.02","Cherries","2018","2018","100 g/ha","90823","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01344.02","Cherries","2018","2018","t","312430","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01344.02","Cherries","2019","2019","ha","34600","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01344.02","Cherries","2019","2019","100 g/ha","92448","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01344.02","Cherries","2019","2019","t","319870","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01344.02","Cherries","2020","2020","ha","34400","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01344.02","Cherries","2020","2020","100 g/ha","85735","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01344.02","Cherries","2020","2020","t","294930","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01344.02","Cherries","2021","2021","ha","34196","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01344.02","Cherries","2021","2021","100 g/ha","100360","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01344.02","Cherries","2021","2021","t","343190","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","1991","1991","ha","892","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","1991","1991","100 g/ha","13211","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","1991","1991","t","1179","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","1992","1992","ha","8997","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","1992","1992","100 g/ha","13310","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","1992","1992","t","11975","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","1993","1993","ha","10182","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","1993","1993","100 g/ha","13409","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","1993","1993","t","13653","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","1994","1994","ha","11014","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","1994","1994","100 g/ha","13509","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","1994","1994","t","14878","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","1995","1995","ha","15766","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","1995","1995","100 g/ha","13608","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","1995","1995","t","21455","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","1996","1996","ha","16678","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","1996","1996","100 g/ha","13708","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","1996","1996","t","22861","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","1997","1997","ha","12878","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","1997","1997","100 g/ha","13807","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","1997","1997","t","17781","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","1998","1998","ha","13775","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","1998","1998","100 g/ha","13764","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","1998","1998","t","18960","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","1999","1999","ha","25419","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","1999","1999","100 g/ha","13883","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","1999","1999","t","35289","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2000","2000","ha","42573","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2000","2000","100 g/ha","14213","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2000","2000","t","60509","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2001","2001","ha","52003","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2001","2001","100 g/ha","14061","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2001","2001","t","73119","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2002","2002","ha","29988","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2002","2002","100 g/ha","13023","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2002","2002","t","39054","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2003","2003","ha","16754","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2003","2003","100 g/ha","11290","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2003","2003","t","18915","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2004","2004","ha","17564","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2004","2004","100 g/ha","15314","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2004","2004","t","26898","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2005","2005","ha","34925","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2005","2005","100 g/ha","13780","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2005","2005","t","48126","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2006","2006","ha","53783","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2006","2006","100 g/ha","12980","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2006","2006","t","69808","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2007","2007","ha","49089","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2007","2007","100 g/ha","13999","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2007","2007","t","68719","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2008","2008","ha","33225","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2008","2008","100 g/ha","15263","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2008","2008","t","50712","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2009","2009","ha","38000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2009","2009","100 g/ha","17237","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2009","2009","t","65499","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2010","2010","ha","58315","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2010","2010","100 g/ha","15082","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2010","2010","t","87952","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2011","2011","ha","54430","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2011","2011","100 g/ha","18350","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2011","2011","t","99881","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2012","2012","ha","83487","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2012","2012","100 g/ha","18103","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2012","2012","t","151137","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2013","2013","ha","88464","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2013","2013","100 g/ha","18249","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2013","2013","t","161434","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2014","2014","ha","85834","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2014","2014","100 g/ha","14839","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2014","2014","t","127369","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2015","2015","ha","82190","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2015","2015","100 g/ha","13924","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2015","2015","t","114440","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2016","2016","ha","129500","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2016","2016","100 g/ha","19079","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2016","2016","t","247070","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2017","2017","ha","247260","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2017","2017","100 g/ha","12946","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2017","2017","t","320100","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2018","2018","ha","342570","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2018","2018","100 g/ha","16931","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2018","2018","t","580010","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2019","2019","ha","183490","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2019","2019","100 g/ha","15418","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2019","2019","t","282910","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2020","2020","ha","101500","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2020","2020","100 g/ha","18264","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2020","2020","t","185380","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01703","Chick peas, dry","2021","2021","ha","142050","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2021","2021","100 g/ha","9136","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01703","Chick peas, dry","2021","2021","t","129770","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1961","1961","t","4599","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1962","1962","t","6949","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1963","1963","t","5443","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1964","1964","t","5543","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1965","1965","t","4763","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1966","1966","t","5697","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1967","1967","t","5752","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1968","1968","t","7403","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1969","1969","t","6477","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1970","1970","t","13280","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1971","1971","t","12500","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1972","1972","t","16800","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1973","1973","t","16000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1974","1974","t","19500","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1975","1975","t","19950","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1976","1976","t","22100","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1977","1977","t","25850","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1978","1978","t","24100","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1979","1979","t","27200","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1980","1980","t","31850","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1981","1981","t","36100","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1982","1982","t","30600","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1983","1983","t","32000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1984","1984","t","33800","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1985","1985","ha","14500","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1985","1985","100 g/ha","24966","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1985","1985","t","36200","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1986","1986","ha","16000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1986","1986","100 g/ha","25000","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1986","1986","t","40000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1987","1987","ha","16000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1987","1987","100 g/ha","25219","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1987","1987","t","40350","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1988","1988","ha","16000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1988","1988","100 g/ha","26125","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1988","1988","t","41800","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1989","1989","ha","18500","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1989","1989","100 g/ha","26135","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1989","1989","t","48350","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1990","1990","ha","21500","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1990","1990","100 g/ha","28395","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1990","1990","t","61050","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1991","1991","ha","24000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1991","1991","100 g/ha","29125","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1991","1991","t","69900","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1992","1992","ha","24271","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1992","1992","100 g/ha","27975","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1992","1992","t","67900","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1993","1993","ha","22000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1993","1993","100 g/ha","26886","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1993","1993","t","59150","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1994","1994","ha","0","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1994","1994","t","0","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1995","1995","ha","0","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1995","1995","t","0","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1996","1996","ha","0","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1996","1996","t","0","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1997","1997","ha","0","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1997","1997","t","0","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1998","1998","ha","0","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1998","1998","t","0","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1999","1999","ha","0","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","1999","1999","t","0","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2000","2000","ha","0","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2000","2000","t","0","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2001","2001","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2001","2001","t","0","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2002","2002","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2002","2002","t","0","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2003","2003","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2003","2003","t","0","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2004","2004","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2004","2004","t","0","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2005","2005","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2005","2005","t","0","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2006","2006","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2006","2006","t","0","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2007","2007","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2007","2007","t","0","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2008","2008","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2008","2008","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2009","2009","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2009","2009","t","0","M","Missing value (data cannot exist, not applicable)",""
